2,4,3276977
2,8,6462036
2,16,12945960
2,32,26207589
2,64,53079927
2,128,108890431
2,256,220292990
2,512,463760714
3,4,3417628
3,8,7267032
3,16,13703158
3,32,27399998
3,64,55096542
3,128,111515752
3,256,227665449
3,512,498112434
